Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
1628-BIZYP,1,Q3,4,Joined,No,0,46,5754,,
1629-DQQVB,1,Q3,3,Stayed,No,0,25,2331,,
1635-FJFCC,1,Q3,5,Stayed,No,0,74,5846,,
1635-HDGFT,1,Q3,4,Stayed,No,0,69,4855,,
1635-NZATJ,1,Q3,5,Stayed,No,0,26,5341,,
1636-NTNCO,1,Q3,3,Stayed,No,0,33,2104,,
1640-PLFMP,1,Q3,4,Joined,No,0,58,4063,,
1641-BYBTK,1,Q3,4,Stayed,No,0,75,3478,,
1641-RQDAY,1,Q3,3,Stayed,No,0,59,4848,,
1642-HMARX,1,Q3,3,Stayed,No,0,77,4113,,
1644-IRKSF,1,Q3,3,Churned,Yes,1,76,5080,Attitude,Attitude of support person
1656-DRSMG,1,Q3,5,Stayed,No,0,66,5775,,
1657-DYMBM,1,Q3,3,Stayed,No,0,61,4157,,
1658-BYGOY,1,Q3,2,Churned,Yes,1,81,3179,Competitor,Competitor made better offer
1658-TJVOA,1,Q3,3,Stayed,No,0,79,4716,,
1658-XUHBX,1,Q3,3,Stayed,No,0,21,6492,,
1660-HSOOQ,1,Q3,3,Churned,Yes,1,90,5338,Dissatisfaction,Lack of self-service on Website
1661-CZBAU,1,Q3,3,Stayed,No,0,56,2667,,
1663-MHLHE,1,Q3,3,Joined,No,0,44,4629,,
1666-JXLKU,1,Q3,5,Stayed,No,0,52,2904,,
1666-JZPZT,1,Q3,3,Stayed,No,0,51,5428,,
1670-SVOWZ,1,Q3,1,Churned,Yes,1,91,2504,Competitor,Competitor had better devices
1676-MQAOA,1,Q3,3,Stayed,No,0,55,6284,,
1678-FYZOW,1,Q3,1,Churned,Yes,1,90,2448,Competitor,Competitor offered higher download speeds
1679-JRFBR,1,Q3,4,Stayed,No,0,41,5192,,
1680-VDCWW,1,Q3,4,Stayed,No,0,77,5279,,
1682-VCOIO,1,Q3,5,Stayed,No,0,43,3434,,
1684-FLBGS,1,Q3,4,Stayed,No,0,66,2159,,
1685-BQULA,1,Q3,3,Stayed,No,0,53,3819,,
1685-VAYJF,1,Q3,5,Stayed,No,0,39,5253,,
1686-STUHN,1,Q3,3,Stayed,No,0,39,3575,,
1689-MRZQR,1,Q3,3,Churned,Yes,1,77,2777,Other,Don't know
1689-YQBYY,1,Q3,3,Stayed,No,0,61,3280,,
1696-HXOWK,1,Q3,3,Stayed,No,0,65,5856,,
1696-MZVAU,1,Q3,3,Stayed,No,0,21,4259,,
1697-BCSHV,1,Q3,5,Stayed,No,0,70,6433,,
1697-LYYYX,1,Q3,4,Stayed,No,0,57,4376,,
1697-NVVGY,1,Q3,4,Stayed,No,0,22,4533,,
1698-XFZCI,1,Q3,3,Stayed,No,0,29,5364,,
1699-HPSBG,1,Q3,3,Churned,Yes,1,69,4581,Competitor,Competitor offered higher download speeds
1699-TLDLZ,1,Q3,3,Stayed,No,0,43,5293,,
1699-UOTXU,1,Q3,3,Stayed,No,0,40,6209,,
1702-CCFNJ,1,Q3,3,Stayed,No,0,49,4729,,
1703-MGIAB,1,Q3,5,Stayed,No,0,22,4439,,
1704-NRWYE,1,Q3,2,Churned,Yes,1,71,5242,Attitude,Attitude of support person
1705-GUHPV,1,Q3,3,Stayed,No,0,64,4948,,
1707-HABPF,1,Q3,4,Stayed,No,0,43,3191,,
1708-PBBOA,1,Q3,3,Stayed,No,0,62,3179,,
1709-EJDOX,1,Q3,3,Stayed,No,0,34,3843,,
1710-RCXUS,1,Q3,3,Stayed,No,0,26,4965,,
1716-LSAMB,1,Q3,3,Stayed,No,0,39,5083,,
1722-LDZJS,1,Q3,4,Stayed,No,0,22,6050,,
1723-HKXJQ,1,Q3,2,Churned,Yes,1,66,5545,Other,Don't know
1724-BQUHA,1,Q3,2,Churned,Yes,1,66,2718,Attitude,Attitude of support person
1724-IQWNM,1,Q3,3,Joined,No,0,46,4136,,
1725-IQNIY,1,Q3,2,Churned,Yes,1,90,6274,Competitor,Competitor had better devices
1725-MIMXW,1,Q3,2,Churned,Yes,1,78,5687,Dissatisfaction,Poor expertise of phone support
1728-BQDMA,1,Q3,3,Joined,No,0,26,5694,,
1728-CXQBE,1,Q3,3,Stayed,No,0,63,6020,,
1729-VLAZJ,1,Q3,3,Stayed,No,0,38,2876,,
1730-VFMWO,1,Q3,5,Stayed,No,0,54,4352,,
1730-ZMAME,1,Q3,4,Stayed,No,0,24,3041,,
1731-TVIUK,1,Q3,2,Churned,Yes,1,73,4554,Competitor,Competitor made better offer
1732-FEKLD,1,Q3,4,Stayed,No,0,50,5665,,
1732-VHUBQ,1,Q3,3,Churned,Yes,1,82,4457,Competitor,Competitor made better offer
1734-ZMNTZ,1,Q3,4,Stayed,No,0,65,5409,,
1735-XMJVH,1,Q3,3,Stayed,No,0,58,5416,,
1740-CSDJP,1,Q3,2,Churned,Yes,1,88,2548,Price,Lack of affordable download/upload speed
1741-WTPON,1,Q3,3,Stayed,No,0,75,4937,,
1744-JHKYS,1,Q3,4,Stayed,No,0,72,3421,,
1746-TGTWV,1,Q3,5,Joined,No,0,70,3514,,
1750-CSKKM,1,Q3,1,Churned,Yes,1,70,2688,Competitor,Competitor had better devices
1751-NCDLI,1,Q3,5,Stayed,No,0,41,2641,,
1752-OZXFY,1,Q3,3,Stayed,No,0,63,5488,,
1754-GKYPY,1,Q3,3,Stayed,No,0,23,4180,,
1755-FZQEC,1,Q3,4,Stayed,No,0,69,4041,,
1755-RMCXH,1,Q3,4,Joined,No,0,38,5113,,
1757-TCATG,1,Q3,3,Stayed,No,0,49,3942,,
1760-CAZHT,1,Q3,5,Stayed,No,0,60,3274,,
1761-AEZZR,1,Q3,2,Churned,Yes,1,72,5593,Other,Don't know
1763-KUAAW,1,Q3,4,Stayed,No,0,30,4713,,
1763-WQFUK,1,Q3,4,Joined,No,0,43,5258,,
1764-VUUMT,1,Q3,4,Stayed,No,0,51,6382,,
1766-GKNMI,1,Q3,3,Stayed,No,0,69,4388,,
1767-CJKBA,1,Q3,4,Stayed,No,0,48,6025,,
1767-TGTKO,1,Q3,4,Stayed,No,0,41,4651,,
1768-HNVGJ,1,Q3,3,Stayed,No,0,43,4223,,
1768-ZAIFU,1,Q3,1,Churned,Yes,1,67,5688,Competitor,Competitor made better offer
1769-GRUIK,1,Q3,5,Stayed,No,0,28,4911,,
1771-OADNZ,1,Q3,3,Churned,Yes,1,95,2151,Price,Extra data charges
1775-KWJKQ,1,Q3,4,Stayed,No,0,50,6046,,
1776-SPBWV,1,Q3,5,Stayed,No,0,21,2272,,
1777-JYQPJ,1,Q3,4,Joined,No,0,77,2515,,
1779-PWPMG,1,Q3,3,Stayed,No,0,29,5408,,
1784-BXEFA,1,Q3,3,Stayed,No,0,43,3595,,
1784-EZDKJ,1,Q3,3,Stayed,No,0,33,4640,,
1785-BPHTP,1,Q3,3,Stayed,No,0,26,4022,,
1790-NESIO,1,Q3,5,Stayed,No,0,76,4883,,
1791-PQHBB,1,Q3,4,Joined,No,0,31,5056,,
1792-UXAFY,1,Q3,1,Churned,Yes,1,89,5082,Dissatisfaction,Service dissatisfaction
1794-HBQTJ,1,Q3,1,Churned,Yes,1,83,4207,Dissatisfaction,Poor expertise of phone support
1794-SWWKL,1,Q3,4,Stayed,No,0,75,3974,,
1796-JANOW,1,Q3,4,Joined,No,0,40,4079,,
1803-BGNBD,1,Q3,3,Stayed,No,0,63,3854,,
1809-DMJHQ,1,Q3,1,Churned,Yes,1,85,4846,Competitor,Competitor had better devices
1810-BOHSY,1,Q3,3,Stayed,No,0,26,4745,,
1810-MVMAI,1,Q3,3,Stayed,No,0,33,4104,,
1813-JLKWR,1,Q3,5,Stayed,No,0,31,5384,,
1813-JYWTO,1,Q3,4,Stayed,No,0,62,4202,,
1814-DKOLC,1,Q3,3,Stayed,No,0,24,4855,,
1814-WFGVS,1,Q3,3,Stayed,No,0,47,5415,,
1816-FLZDK,1,Q3,5,Joined,No,0,40,3923,,
1818-ESQMW,1,Q3,3,Stayed,No,0,54,4384,,
1820-DJFPH,1,Q3,4,Stayed,No,0,36,4755,,
1820-TQVEV,1,Q3,2,Churned,Yes,1,76,3042,Attitude,Attitude of support person
1821-BUCWY,1,Q3,3,Stayed,No,0,70,5445,,
1830-GGFNM,1,Q3,4,Stayed,No,0,36,4603,,
1830-IPXVJ,1,Q3,3,Stayed,No,0,22,6108,,
1832-PEUTS,1,Q3,4,Stayed,No,0,68,5995,,
1833-TCXKK,1,Q3,5,Stayed,No,0,27,3301,,
1833-VGRUM,1,Q3,2,Churned,Yes,1,71,4684,Price,Price too high
1834-ABKHQ,1,Q3,4,Stayed,No,0,73,4298,,
1834-WULEG,1,Q3,4,Stayed,No,0,58,3000,,
1837-YQUCE,1,Q3,3,Stayed,No,0,55,4093,,
1839-FBNFR,1,Q3,5,Stayed,No,0,72,3032,,
1839-UMACK,1,Q3,5,Stayed,No,0,55,3756,,
1840-BIUOG,1,Q3,3,Stayed,No,0,73,2989,,
1841-YSJGV,1,Q3,4,Stayed,No,0,59,6258,,
1842-EZJMK,1,Q3,1,Churned,Yes,1,82,5897,Competitor,Competitor had better devices
1843-TLSGD,1,Q3,4,Stayed,No,0,58,3163,,
1845-CSBRZ,1,Q3,5,Stayed,No,0,49,2656,,
1845-ZLLIG,1,Q3,3,Joined,No,0,50,4014,,
1846-XWOQN,1,Q3,2,Churned,Yes,1,71,2825,Competitor,Competitor made better offer
1848-LBZHY,1,Q3,3,Stayed,No,0,42,2547,,
1849-RJYIG,1,Q3,3,Stayed,No,0,29,5862,,
1850-AKQEP,1,Q3,3,Stayed,No,0,42,4577,,
1852-QSWCD,1,Q3,3,Stayed,No,0,55,6281,,
1852-XEMDW,1,Q3,4,Stayed,No,0,30,4709,,
1853-ARAAQ,1,Q3,5,Stayed,No,0,48,2510,,
1853-UDXBW,1,Q3,2,Churned,Yes,1,85,2485,Price,Price too high
1855-AGAWH,1,Q3,4,Stayed,No,0,46,2510,,
1855-CFULU,1,Q3,5,Stayed,No,0,20,3460,,
1862-QRWPE,1,Q3,5,Stayed,No,0,25,4124,,
1862-SKORY,1,Q3,3,Churned,Yes,1,91,2296,Competitor,Competitor offered higher download speeds
1866-DIOQZ,1,Q3,4,Stayed,No,0,42,4698,,
1866-NXPSP,1,Q3,4,Stayed,No,0,22,3235,,
1866-OBPNR,1,Q3,5,Joined,No,0,22,5494,,
1866-RZZQS,1,Q3,1,Churned,Yes,1,91,2169,Competitor,Competitor had better devices
1866-ZSLJM,1,Q3,4,Stayed,No,0,75,5654,,
1867-BDVFH,1,Q3,2,Churned,Yes,1,80,5075,Competitor,Competitor made better offer
1867-TJHTS,1,Q3,4,Stayed,No,0,78,5709,,
1871-MOWRM,1,Q3,1,Churned,Yes,1,87,4306,Competitor,Competitor offered more data
1872-EBWSC,1,Q3,4,Stayed,No,0,66,4840,,
1875-QIVME,1,Q3,3,Churned,Yes,1,83,4690,Attitude,Attitude of support person
1877-HKBQX,1,Q3,4,Stayed,No,0,49,2573,,
1891-FZYSA,1,Q3,1,Churned,Yes,1,82,6363,Competitor,Competitor had better devices
1891-QRQSA,1,Q3,4,Stayed,No,0,69,4881,,
1891-UAWWU,1,Q3,1,Churned,Yes,1,87,2312,Competitor,Competitor had better devices
1894-IGFSG,1,Q3,1,Churned,Yes,1,82,3161,Competitor,Competitor had better devices
1895-QTKDO,1,Q3,5,Joined,No,0,20,5684,,
1897-OKVMW,1,Q3,4,Stayed,No,0,43,5240,,
1897-RCFUM,1,Q3,3,Stayed,No,0,67,3109,,
1898-JSNDC,1,Q3,4,Stayed,No,0,46,5662,,
1899-VXWXM,1,Q3,1,Churned,Yes,1,89,5898,Other,Don't know
1902-XBTFB,1,Q3,2,Churned,Yes,1,91,5438,Dissatisfaction,Lack of self-service on Website
1904-WAJAA,1,Q3,4,Stayed,No,0,60,5461,,
1905-OEILC,1,Q3,5,Joined,No,0,33,3107,,
1907-UBQFC,1,Q3,1,Churned,Yes,1,91,3189,Competitor,Competitor had better devices
1907-YLNYW,1,Q3,3,Stayed,No,0,35,4490,,
1910-FMXJM,1,Q3,3,Stayed,No,0,35,5544,,
1915-IOFGU,1,Q3,2,Churned,Yes,1,90,4123,Competitor,Competitor offered higher download speeds
1915-OAKWD,1,Q3,3,Stayed,No,0,48,2870,,
1918-ZBFQJ,1,Q3,1,Churned,Yes,1,73,5142,Competitor,Competitor had better devices
1919-RTPQD,1,Q3,5,Stayed,No,0,67,4699,,
1921-KYSAY,1,Q3,4,Stayed,No,0,34,4572,,
1925-GMVBW,1,Q3,3,Stayed,No,0,23,5967,,
1925-LFCZZ,1,Q3,4,Stayed,No,0,70,4932,,
1925-TIBLE,1,Q3,1,Churned,Yes,1,74,3887,Competitor,Competitor offered higher download speeds
1926-QUZNN,1,Q3,3,Stayed,No,0,36,4551,,
1927-QEWMY,1,Q3,4,Stayed,No,0,25,6302,,
1928-BXYIV,1,Q3,4,Joined,No,0,28,4592,,
1929-ZCBHE,1,Q3,3,Stayed,No,0,29,5040,,
1930-BZLHI,1,Q3,5,Stayed,No,0,40,3721,,
1930-QPBVZ,1,Q3,3,Stayed,No,0,38,5748,,
1930-WNXSB,1,Q3,5,Stayed,No,0,36,4879,,
1932-UEDCX,1,Q3,4,Stayed,No,0,55,3669,,
1934-MKPXS,1,Q3,5,Stayed,No,0,59,3636,,
1934-SJVJK,1,Q3,2,Churned,Yes,1,70,4103,Price,Long distance charges
1935-IMVBB,1,Q3,4,Stayed,No,0,49,5955,,
1936-CZAKF,1,Q3,4,Stayed,No,0,29,4283,,
1936-UAFEH,1,Q3,4,Stayed,No,0,36,5502,,
1937-OTUKY,1,Q3,3,Stayed,No,0,75,4332,,
1941-HOSAM,1,Q3,3,Joined,No,0,47,4142,,
1942-OQFRW,1,Q3,5,Joined,No,0,61,2785,,
1945-XISKS,1,Q3,4,Stayed,No,0,26,4994,,
1950-KSVVJ,1,Q3,3,Stayed,No,0,61,4885,,
1951-IEYXM,1,Q3,3,Stayed,No,0,73,4528,,
1952-DVVSW,1,Q3,5,Stayed,No,0,77,3509,,
1955-IBMMB,1,Q3,4,Stayed,No,0,65,5216,,
1956-YIFGE,1,Q3,4,Stayed,No,0,64,3274,,
1958-RNRKS,1,Q3,4,Stayed,No,0,45,3712,,
1960-UOTYM,1,Q3,4,Stayed,No,0,22,4509,,
1960-UYCNN,1,Q3,3,Stayed,No,0,23,4810,,
1963-SVUCV,1,Q3,2,Churned,Yes,1,78,5774,Competitor,Competitor offered higher download speeds
1963-VAUKV,1,Q3,3,Churned,Yes,1,92,3663,Price,Long distance charges
1964-SVLEA,1,Q3,4,Stayed,No,0,80,2860,,
1965-AKTSX,1,Q3,1,Churned,Yes,1,88,5203,Competitor,Competitor made better offer
1965-DDBWU,1,Q3,3,Churned,Yes,1,87,5953,Competitor,Competitor made better offer
1970-KKFWL,1,Q3,3,Stayed,No,0,78,2416,,
1971-DTCZB,1,Q3,3,Stayed,No,0,54,6091,,
1972-XMUWV,1,Q3,5,Stayed,No,0,37,6034,,
1976-AZZPJ,1,Q3,4,Stayed,No,0,32,5100,,
1976-CFOCS,1,Q3,1,Churned,Yes,1,67,4531,Competitor,Competitor had better devices
1977-STDKI,1,Q3,1,Churned,Yes,1,76,4116,Competitor,Competitor offered more data
1980-KXVPM,1,Q3,1,Churned,Yes,1,83,3553,Competitor,Competitor had better devices
1981-INRFU,1,Q3,3,Churned,Yes,1,91,5172,Competitor,Competitor made better offer
1982-FEBTD,1,Q3,5,Stayed,No,0,78,5939,,
1984-FCOWB,1,Q3,2,Churned,Yes,1,91,4191,Attitude,Attitude of service provider
1984-GPTEH,1,Q3,4,Stayed,No,0,46,5491,,
1985-MBRYP,1,Q3,3,Stayed,No,0,41,3678,,
1986-PHGZF,1,Q3,4,Stayed,No,0,54,2812,,
1987-AUELQ,1,Q3,5,Stayed,No,0,52,6334,,
1989-PRJHP,1,Q3,1,Churned,Yes,1,65,2377,Competitor,Competitor had better devices
1991-VOPLL,1,Q3,4,Stayed,No,0,61,3248,,
1996-DBMUS,1,Q3,3,Stayed,No,0,71,5523,,
1998-VHJHK,1,Q3,5,Stayed,No,0,38,5606,,
2000-DHJUY,1,Q3,4,Stayed,No,0,44,5264,,
2000-MPKCA,1,Q3,3,Stayed,No,0,57,5121,,
2001-EWBQU,1,Q3,5,Stayed,No,0,75,6186,,
2001-MCUUW,1,Q3,4,Stayed,No,0,25,4210,,
2002-MZHWP,1,Q3,2,Churned,Yes,1,76,3820,Price,Long distance charges
2003-CKLOR,1,Q3,2,Churned,Yes,1,73,4001,Other,Moved
2004-OCQXK,1,Q3,1,Churned,Yes,1,85,5622,Competitor,Competitor had better devices
2005-DWQZJ,1,Q3,3,Stayed,No,0,47,3153,,
2007-QVGAW,1,Q3,4,Stayed,No,0,27,6303,,
2011-TRQYE,1,Q3,2,Churned,Yes,1,82,5474,Dissatisfaction,Product dissatisfaction
2012-NWRPA,1,Q3,3,Churned,Yes,1,71,3172,Competitor,Competitor made better offer
2013-SGDXK,1,Q3,1,Churned,Yes,1,78,2172,Competitor,Competitor offered more data
2014-MKGMH,1,Q3,4,Stayed,No,0,54,4883,,
2017-CCBLH,1,Q3,3,Stayed,No,0,71,3087,,
2018-PZKMU,1,Q3,4,Stayed,No,0,61,4171,,
2018-QKYGT,1,Q3,5,Joined,No,0,27,4396,,
2019-HDCZY,1,Q3,5,Stayed,No,0,29,4004,,
2023-VQFDL,1,Q3,5,Stayed,No,0,39,5379,,
2024-BASKD,1,Q3,3,Churned,Yes,1,94,3860,Competitor,Competitor offered more data
2025-JKFWI,1,Q3,1,Churned,Yes,1,81,3493,Price,Lack of affordable download/upload speed
2026-TGDHM,1,Q3,1,Churned,Yes,1,69,3830,Competitor,Competitor had better devices
2027-CWDNU,1,Q3,4,Stayed,No,0,63,5968,,
2027-DNKIV,1,Q3,4,Stayed,No,0,31,3483,,
2027-FECZV,1,Q3,2,Churned,Yes,1,92,2406,Attitude,Attitude of support person
2027-OAQQC,1,Q3,1,Churned,Yes,1,92,4044,Competitor,Competitor offered more data
2027-WKXMW,1,Q3,5,Stayed,No,0,20,4582,,
2030-BTZRO,1,Q3,5,Stayed,No,0,57,4628,,
2034-CGRHZ,1,Q3,3,Churned,Yes,1,66,5245,Attitude,Attitude of support person
2034-GDRCN,1,Q3,3,Churned,Yes,1,76,4157,Other,Don't know
2037-SGXHH,1,Q3,2,Churned,Yes,1,71,3498,Other,Don't know
2037-XJFUP,1,Q3,2,Churned,Yes,1,76,4161,Competitor,Competitor made better offer
2038-LLMLM,1,Q3,5,Stayed,No,0,78,4304,,
2038-OEQZH,1,Q3,5,Stayed,No,0,55,3653,,
2038-YSEZE,1,Q3,3,Stayed,No,0,65,3152,,
2039-JONDJ,1,Q3,3,Stayed,No,0,80,3616,,
2040-LDIWQ,1,Q3,5,Stayed,No,0,33,5256,,
2040-OBMLJ,1,Q3,5,Stayed,No,0,68,4850,,
2040-VZIKE,1,Q3,3,Stayed,No,0,53,5417,,
2040-XBAVJ,1,Q3,3,Stayed,No,0,32,4700,,
2041-JIJCI,1,Q3,5,Stayed,No,0,75,4421,,
2043-WVTQJ,1,Q3,4,Joined,No,0,36,5664,,
2045-BMBTJ,1,Q3,4,Stayed,No,0,30,3116,,
2049-BAFNW,1,Q3,5,Joined,No,0,55,3929,,
2050-ONYDQ,1,Q3,3,Stayed,No,0,72,5352,,
2054-PJOCK,1,Q3,5,Stayed,No,0,52,4159,,
2055-BFOCC,1,Q3,3,Stayed,No,0,42,5688,,
2055-PDADH,1,Q3,3,Churned,Yes,1,67,2491,Other,Don't know
2055-SIFSS,1,Q3,3,Stayed,No,0,24,4763,,
2056-EVGZL,1,Q3,3,Stayed,No,0,39,4437,,
2057-BOYKM,1,Q3,4,Stayed,No,0,78,5153,,
2057-ZBLPD,1,Q3,3,Churned,Yes,1,72,2036,Competitor,Competitor offered more data
2058-DCJBE,1,Q3,1,Churned,Yes,1,91,3965,Competitor,Competitor had better devices
2061-VVFST,1,Q3,4,Stayed,No,0,72,3924,,
2065-MMKGR,1,Q3,5,Stayed,No,0,32,4226,,
2067-QYTCF,1,Q3,4,Stayed,No,0,55,5455,,
2068-WWXQZ,1,Q3,5,Stayed,No,0,38,2942,,
2070-FNEXE,1,Q3,2,Churned,Yes,1,81,4419,Price,Lack of affordable download/upload speed
2070-XYMFH,1,Q3,5,Stayed,No,0,50,3558,,
2072-ZVJJX,1,Q3,3,Stayed,No,0,70,4571,,
2073-QBVBI,1,Q3,4,Stayed,No,0,80,2954,,
2074-GKOWZ,1,Q3,1,Churned,Yes,1,73,3851,Competitor,Competitor had better devices
2074-GUHPQ,1,Q3,4,Stayed,No,0,41,2347,,
2075-PUEPR,1,Q3,3,Stayed,No,0,49,5248,,
2075-RMJIK,1,Q3,4,Stayed,No,0,44,5756,,
2077-DDHJK,1,Q3,4,Stayed,No,0,50,4114,,
2077-MPJQO,1,Q3,4,Stayed,No,0,41,3533,,
2079-FBMZK,1,Q3,1,Churned,Yes,1,77,5816,Competitor,Competitor made better offer
2080-CAZNM,1,Q3,5,Stayed,No,0,61,4477,,
2080-GKCWQ,1,Q3,4,Joined,No,0,76,3969,,
2080-SRCDE,1,Q3,3,Joined,No,0,38,4556,,
2081-KJSQF,1,Q3,5,Joined,No,0,21,4769,,
2081-VEYEH,1,Q3,3,Joined,No,0,70,5653,,
2082-CEFLT,1,Q3,1,Churned,Yes,1,88,3037,Competitor,Competitor made better offer
2082-OJVTK,1,Q3,1,Churned,Yes,1,91,5292,Competitor,Competitor made better offer
2085-BOJKI,1,Q3,5,Stayed,No,0,37,5228,,
2085-JVGAD,1,Q3,4,Stayed,No,0,24,3078,,
2087-QAREY,1,Q3,3,Stayed,No,0,53,5722,,
2088-IEBAU,1,Q3,3,Stayed,No,0,46,5531,,
2091-GPPIQ,1,Q3,5,Stayed,No,0,76,5050,,
2091-MJTFX,1,Q3,3,Churned,Yes,1,79,4568,Dissatisfaction,Network reliability
2091-RFFBA,1,Q3,1,Churned,Yes,1,75,2560,Attitude,Attitude of support person
2096-XOTMO,1,Q3,5,Stayed,No,0,31,4146,,
2097-YVPKN,1,Q3,5,Stayed,No,0,73,5707,,
2100-BDNSN,1,Q3,3,Churned,Yes,1,69,3889,Price,Price too high
2101-RANCD,1,Q3,4,Stayed,No,0,46,5832,,
2103-ZRXFN,1,Q3,4,Joined,No,0,69,3631,,
2105-PHWON,1,Q3,3,Stayed,No,0,76,4639,,
2107-FBPTK,1,Q3,4,Stayed,No,0,59,5655,,
2108-GLPQB,1,Q3,5,Stayed,No,0,49,2950,,
2108-XWMPY,1,Q3,1,Churned,Yes,1,70,2095,Other,Moved
2108-YKQTY,1,Q3,3,Churned,Yes,1,90,4930,Other,Don't know
2111-DWYHN,1,Q3,5,Joined,No,0,52,2810,,
2114-MGINA,1,Q3,1,Churned,Yes,1,81,4107,Attitude,Attitude of support person
2115-BFTIW,1,Q3,1,Churned,Yes,1,75,4881,Dissatisfaction,Product dissatisfaction
2120-SMPEX,1,Q3,5,Stayed,No,0,58,3848,,
2121-JAFOM,1,Q3,3,Stayed,No,0,38,5076,,
2122-SZZZD,1,Q3,4,Stayed,No,0,35,4220,,
2122-YWVYA,1,Q3,4,Stayed,No,0,53,4792,,
2123-AGEEN,1,Q3,3,Stayed,No,0,38,2107,,
2123-VSCOT,1,Q3,5,Stayed,No,0,52,6225,,
2126-GSEGL,1,Q3,4,Stayed,No,0,32,4032,,
2129-ALKBS,1,Q3,3,Stayed,No,0,37,2211,,
2133-TSRRM,1,Q3,4,Stayed,No,0,39,5432,,
2135-DQWAQ,1,Q3,4,Stayed,No,0,67,2689,,
2135-RXIHG,1,Q3,1,Churned,Yes,1,73,2600,Competitor,Competitor had better devices
2137-DQMEV,1,Q3,3,Stayed,No,0,68,4112,,
2138-VFAPZ,1,Q3,4,Stayed,No,0,68,2966,,
2139-FQHLM,1,Q3,5,Stayed,No,0,35,3402,,
2141-RRYGO,1,Q3,3,Churned,Yes,1,76,5274,Other,Poor expertise of online support
2143-LJULT,1,Q3,5,Stayed,No,0,32,5887,,
2144-BFDSO,1,Q3,3,Stayed,No,0,54,5211,,
2144-ESWKO,1,Q3,3,Stayed,No,0,70,5268,,
2146-EGVDT,1,Q3,3,Stayed,No,0,28,4149,,
2150-OEGBV,1,Q3,5,Stayed,No,0,28,3428,,
2150-UWTFY,1,Q3,1,Churned,Yes,1,87,4626,Dissatisfaction,Service dissatisfaction
2150-WLKUW,1,Q3,3,Stayed,No,0,41,2654,,
2153-MREFK,1,Q3,1,Churned,Yes,1,79,3599,Attitude,Attitude of support person
2154-KVJFF,1,Q3,3,Churned,Yes,1,65,2813,Dissatisfaction,Limited range of services
2155-AMQRX,1,Q3,3,Stayed,No,0,26,2885,,
2157-MXBJS,1,Q3,3,Churned,Yes,1,89,4800,Dissatisfaction,Network reliability
2159-TURXX,1,Q3,4,Stayed,No,0,51,2483,,
2160-GPFXD,1,Q3,3,Stayed,No,0,49,5725,,
2162-FRZAA,1,Q3,5,Stayed,No,0,24,5374,,
2164-SOQXL,1,Q3,3,Stayed,No,0,43,2698,,
2165-VOEGB,1,Q3,2,Churned,Yes,1,91,3322,Other,Don't know
2167-FQSTQ,1,Q3,3,Stayed,No,0,59,5527,,
2169-RRLFW,1,Q3,5,Stayed,No,0,68,5063,,
2171-UDMFD,1,Q3,4,Stayed,No,0,42,4363,,
2172-EJXVF,1,Q3,3,Stayed,No,0,60,5479,,
2176-LVPNX,1,Q3,3,Stayed,No,0,33,4994,,
2176-OSJUV,1,Q3,3,Stayed,No,0,69,4384,,
2178-PMGCJ,1,Q3,3,Stayed,No,0,32,4838,,
2180-DXNEG,1,Q3,1,Churned,Yes,1,89,5239,Dissatisfaction,Product dissatisfaction
2181-TIDSV,1,Q3,3,Stayed,No,0,70,6492,,
2181-UAESM,1,Q3,4,Joined,No,0,25,3477,,
2186-QZEYA,1,Q3,3,Stayed,No,0,30,2044,,
2187-LZGPL,1,Q3,2,Churned,Yes,1,68,4414,Attitude,Attitude of service provider
2187-PKZAY,1,Q3,5,Stayed,No,0,71,2968,,
2188-SXWVT,1,Q3,4,Stayed,No,0,46,4027,,
2189-UXTKY,1,Q3,1,Churned,Yes,1,91,3410,Dissatisfaction,Product dissatisfaction
2189-WWOEW,1,Q3,3,Churned,Yes,1,96,3579,Other,Don't know
2190-BCXEC,1,Q3,4,Stayed,No,0,45,5257,,
2190-PHBHR,1,Q3,4,Stayed,No,0,43,5274,,
2192-CKRLV,1,Q3,3,Stayed,No,0,33,4700,,
2192-OZITF,1,Q3,3,Stayed,No,0,56,2280,,
2193-SFWQW,1,Q3,3,Stayed,No,0,25,4004,,
2194-IIQOF,1,Q3,3,Stayed,No,0,30,4658,,
2195-VVRJF,1,Q3,3,Stayed,No,0,30,2422,,
2195-ZRVAX,1,Q3,2,Churned,Yes,1,90,3631,Other,Don't know
2197-OMWGI,1,Q3,4,Stayed,No,0,31,5583,,
2200-DSAAL,1,Q3,3,Stayed,No,0,70,5914,,
2202-CUYXZ,1,Q3,1,Churned,Yes,1,77,3086,Competitor,Competitor had better devices
2202-OUTMO,1,Q3,4,Stayed,No,0,73,3012,,
2203-GHNWN,1,Q3,4,Stayed,No,0,72,3816,,
2205-LPVGL,1,Q3,3,Stayed,No,0,58,5035,,
2205-YMZZJ,1,Q3,3,Churned,Yes,1,70,2015,Competitor,Competitor made better offer
2207-NHRJK,1,Q3,1,Churned,Yes,1,85,3718,Competitor,Competitor had better devices
2207-OBZNX,1,Q3,1,Churned,Yes,1,90,3736,Attitude,Attitude of service provider
