Customer ID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
0813-TAXXS,1,United States,California,Alderpoint,95511,"40.166028, -123.584144",40.166028,-123.584144
0815-MFZGM,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371
0816-TSPHQ,1,United States,California,Kettleman City,93239,"35.996923, -120.000951",35.996923,-120.000951
0817-HSUSE,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236
0818-OCPZO,1,United States,California,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826
0820-FNRNX,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161
0822-GAVAP,1,United States,California,Posey,93260,"35.861928, -118.636698",35.861928,-118.636698
0822-QGCXA,1,United States,California,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915
0823-HSCDJ,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
0824-VWDPO,1,United States,California,Mckinleyville,95519,"40.965011, -124.015255",40.965011,-124.015255
0825-CPPQH,1,United States,California,Laytonville,95454,"39.806141, -123.531098",39.806141,-123.531098
0827-ITJPH,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441
0829-DDVLK,1,United States,California,Orange,92866,"33.784597, -117.844535",33.784597,-117.844535
0829-XXPLX,1,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484
0831-JNISG,1,United States,California,San Jose,95148,"37.339533, -121.777179",37.339533,-121.777179
0835-DUUIQ,1,United States,California,Alameda,94501,"37.774633, -122.274434",37.774633,-122.274434
0835-JKADZ,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521
0836-SEYLU,1,United States,California,San Diego,92128,"33.000269, -117.072093",33.000269,-117.072093
0839-JTCUD,1,United States,California,Mission Viejo,92691,"33.611945, -117.665867",33.611945,-117.665867
0839-QNXME,1,United States,California,Surfside,90743,"33.728273, -118.085304",33.728273,-118.085304
0840-DCNZE,1,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304
0840-DFEZH,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191
0841-NULXI,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048
0842-IWYCP,1,United States,California,Helendale,92342,"34.757783, -117.33997",34.757783,-117.33997
0843-WTBXE,1,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162
0847-HGRML,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499
0848-SOMKO,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092
0848-ZGQIJ,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824
0851-DFJKB,1,United States,California,Concord,94518,"37.950248, -122.022455",37.950248,-122.022455
0853-NWIFK,1,United States,California,Woodacre,94973,"38.005839, -122.638155",38.005839,-122.638155
0853-TWRVK,1,United States,California,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125
0854-UYHZD,1,United States,California,West Covina,91792,"34.024405, -117.898722",34.024405,-117.898722
0856-NAOES,1,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188
0859-YGKFW,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325
0862-PRCBS,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129
0864-FVJNJ,1,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162295,-124.027381
0866-QLSIR,1,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507
0867-LDTTC,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171
0867-MKZVY,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236
0868-VJRDR,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692
0869-PAPRP,1,United States,California,Pixley,93256,"35.957019, -119.330928",35.957019,-119.330928
0870-VEMYL,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855
0871-OPBXW,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
0871-URUWO,1,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301
0872-CASZJ,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",39.732767,-122.042298
0872-JCPIB,1,United States,California,Pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729
0872-NXJYS,1,United States,California,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061
0875-CABNR,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442
0876-WDUUZ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274
0877-SDMBN,1,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162
0880-FVFWF,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562
0880-TKATG,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103
0883-EIBTI,1,United States,California,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701
0885-HMGPY,1,United States,California,Honeydew,95545,"40.342928, -124.063329",40.342928,-124.063329
0886-QGENL,1,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409
0887-HJGAR,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793
0887-WBJVH,1,United States,California,Cressey,95312,"37.420273, -120.66527",37.420273,-120.66527
0895-DQHEW,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489
0895-LMRSF,1,United States,California,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009
0895-LNKRC,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074492,-118.01462
0895-UADGO,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325
0897-FEGMU,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267
0898-XCGTF,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595
0899-LIIBW,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748
0899-WZRSD,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475
0902-RFHOF,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375
0902-XKXPN,1,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732
0906-QVPMS,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685
0907-HQNTS,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834
0909-SDHNU,1,United States,California,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191
0909-SELIE,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542
0913-XWSCN,1,United States,California,Sun City,92585,"33.739412, -117.173334",33.739412,-117.173334
0916-KNFAJ,1,United States,California,San Jose,95133,"37.371862, -121.860349",37.371862,-121.860349
0916-QOFDP,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354
0917-EZOLA,1,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532
0921-OHLVP,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379
0923-PNFUB,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673
0924-BJCRC,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213
0925-VYDLG,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376
0927-CNGRH,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153
0927-LCSMG,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887
0928-JMXNP,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481
0928-XUTSN,1,United States,California,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857
0929-HYQEW,1,United States,California,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268
0929-PECLO,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572813,-124.035011
0930-EHUZA,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699
0931-MHTEM,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414
0932-YIXYU,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682
0936-NQLJU,1,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,-120.592431
0939-EREMR,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567
0939-YAPAF,1,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918
0940-OUQEC,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579
0942-KOWSM,1,United States,California,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509
0943-ZQPXH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568
0945-TSONX,1,United States,California,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056
0946-CLJTI,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358
0946-FKYTX,1,United States,California,Tulare,93274,"36.185471, -119.375243",36.185471,-119.375243
0947-IDHRQ,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714
0947-MUGVO,1,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757
0952-KMEEH,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947
0953-LGOVU,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779
0956-ACVZC,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384
0956-SYCWG,1,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788
0958-YHXGP,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175
0959-WHOKV,1,United States,California,Covina,91724,"34.08111, -117.853935",34.08111,-117.853935
0960-HUWBM,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102
0961-ZWLVI,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913
0962-CQPWQ,1,United States,California,Alameda,94502,"37.724817, -122.224363",37.724817,-122.224363
0963-ZBDRN,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863
0967-BMLBD,1,United States,California,Hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424
0968-GSIKN,1,United States,California,Thousand Palms,92276,"33.849263, -116.382778",33.849263,-116.382778
0969-RGKCU,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714
0970-ETWGE,1,United States,California,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432
0970-QXPXW,1,United States,California,Monrovia,91016,"34.1528, -118.000482",34.1528,-118.000482
0971-QIFJK,1,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461
0973-KYVNF,1,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048
0975-UYDTX,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922
0975-VOOVL,1,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788
0979-MOZQI,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685
0979-PHULV,1,United States,California,San Diego,92122,"32.85723, -117.209781",32.85723,-117.209774
0980-FEXWF,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484,-120.704613
0980-PVMRC,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677
0983-TATYJ,1,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564
0988-AADSA,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807
0988-JRWWP,1,United States,California,Wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951
0991-BRRFB,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725
0993-OSGPT,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597
0997-YTLNY,1,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275
0999-QXNSA,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824
1000-AJSLD,1,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937
1004-NOZNR,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642
1009-IRMNA,1,United States,California,Port Hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972
1010-DIAUQ,1,United States,California,San Diego,92122,"32.85723, -117.209773",32.85723,-117.209774
1013-QCWAM,1,United States,California,Garden Grove,92841,"33.786738, -117.982564",33.786738,-117.982564
1015-JPFYW,1,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789
1015-OWJKI,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813
1016-DJTSV,1,United States,California,Santee,92071,"32.847336, -116.997605",32.847336,-116.997605
1017-FBQMM,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034
1020-JPQOW,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923
1022-RKXDR,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04622,-118.053753
1023-BQXZE,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761
1024-GUALD,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922
1024-KPRBB,1,United States,California,San Diego,92101,"32.72523, -117.171346",32.72523,-117.171346
1024-VRZHF,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
1025-FALIX,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624
1027-LKKQQ,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614
1028-FFNJK,1,United States,California,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651
1029-QFBEN,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
1031-IIDEO,1,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358
1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633
1035-IPQPU,1,United States,California,Parker Dam,92267,"34.273872, -114.192901",34.273872,-114.192901
1036-GUDCL,1,United States,California,Oak Park,91377,"34.19225, -118.776874",34.19225,-118.776874
1038-RQOST,1,United States,California,Zenia,95595,"40.170357, -123.417298",40.170357,-123.417298
1038-ZAGBI,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947
1041-RXHRA,1,United States,California,Guatay,91931,"32.857946, -116.561917",32.857946,-116.561917
1042-HFUCW,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203
1043-UXOVO,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171
1043-YCUTE,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554
1045-LTCYT,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838
1047-NNCBF,1,United States,California,San Jose,95123,"37.238758, -121.828375",37.238758,-121.828375
1047-RNXZV,1,United States,California,Glendale,91208,"34.195386, -118.238508",34.195386,-118.238508
1049-FYSYG,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
1051-EQPZR,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424342,-122.165641
1051-GEJLJ,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",37.331762,-122.341444
1052-QJIBV,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014
1053-MXTTK,1,United States,California,North Hollywood,91602,"34.15136, -118.364786",34.15136,-118.364786
1057-FOGLZ,1,United States,California,Calimesa,92320,"33.982787, -117.057627",33.982787,-117.057627
1060-ENTOF,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843
1061-PNTHC,1,United States,California,Encinitas,92024,"33.054579, -117.25665",33.054579,-117.25665
1062-LHZOD,1,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937
1063-DHQJF,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208
1064-FBXNK,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447
1066-JKSGK,1,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479
1069-QJOEE,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796
1069-XAIEM,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697
1073-XXCZD,1,United States,California,Bakersfield,93308,"35.559617, -118.925185",35.559617,-118.925185
1074-AMIOH,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732
1074-WVEVG,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504
1075-BGWOH,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791
1077-HUUJM,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882
1078-TDCRN,1,United States,California,Agoura Hills,91301,"34.129058, -118.759788",34.129058,-118.759788
1080-BWSYE,1,United States,California,Irvine,92618,"33.667145, -117.732135",33.667145,-117.732135
1084-MNSMJ,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609
1084-UQCHV,1,United States,California,Angelus Oaks,92305,"34.1678, -116.86433",34.1678,-116.86433
1085-LDWAM,1,United States,California,Portola,96122,"39.786755, -120.445626",39.786755,-120.445626
1086-LXKFY,1,United States,California,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087
1087-GRUYI,1,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565
1087-UDSIH,1,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144
1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021
1088-CNNKB,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689,-121.954567
1089-HDMKP,1,United States,California,Bridgeport,93517,"38.184583, -119.286558",38.184583,-119.286558
1089-XZWHH,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087
1090-ESELR,1,United States,California,Fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581
1090-PYKCI,1,United States,California,Boonville,95415,"39.025867, -123.381544",39.025867,-123.381544
1091-SOZGA,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892
1092-GANHU,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371
1092-WPIVQ,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476
1093-YSWCA,1,United States,California,Corona,92881,"33.833686, -117.513063",33.833686,-117.513063
1094-BKOSX,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741
1095-JUDTC,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964
1095-WGNGG,1,United States,California,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448
1096-ADRUX,1,United States,California,Placentia,92870,"33.881158, -117.854783",33.881158,-117.854783
1097-FSPVW,1,United States,California,Pioneertown,92268,"34.201108, -116.593456",34.201108,-116.593456
1098-KFQEC,1,United States,California,Encino,91316,"34.150354, -118.518292",34.150354,-118.518292
1098-TDVUQ,1,United States,California,Spring Valley,91977,"32.726627, -116.994608",32.726627,-116.994608
1099-BTKWT,1,United States,California,Mission Viejo,92692,"33.60693, -117.644253",33.60693,-117.644253
1099-GODLO,1,United States,California,Berkeley,94709,"37.878554, -122.26609",37.878554,-122.26609
1100-DDVRV,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625
1101-SSWAG,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228
1104-FEJAM,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.809921,-119.127437
1104-TNLZA,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287
1106-HRLKZ,1,United States,California,Oakley,94561,"37.999406, -121.686241",37.999406,-121.686241
1110-KYLGQ,1,United States,California,Campbell,95008,"37.279689, -121.954567",37.279689,-121.954567
1112-CUNAO,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718
1113-IUJYX,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563
1114-CENIM,1,United States,California,San Jacinto,92582,"33.806708, -117.02007",33.806708,-117.02007
1116-DXXDF,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",34.281911,-118.556218
1116-FRYVH,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137
1120-BMWUB,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442
1121-QSIVB,1,United States,California,Bakersfield,93309,"35.342891, -119.064803",35.342891,-119.064803
1122-JWTJW,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656
1122-YJBCS,1,United States,California,Los Angeles,90032,"34.078821, -118.177576",34.078821,-118.177576
1125-SNVCK,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953
1131-ALZWV,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415
1131-QQZEB,1,United States,California,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596
1131-SUEKT,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935
1133-KXCGE,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441
1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322
1135-HIORI,1,United States,California,Byron,94514,"37.83323, -121.601461",37.83323,-121.601461
1135-LMECX,1,United States,California,Moreno Valley,92551,"33.88274, -117.224878",33.88274,-117.224878
1136-XGEQU,1,United States,California,Winchester,92596,"33.657433, -117.04254",33.657433,-117.04254
1137-DGOWI,1,United States,California,Coachella,92236,"33.680031, -116.171678",33.680031,-116.171678
1139-WUOAH,1,United States,California,Vallecito,95251,"38.055562, -120.456298",38.055562,-120.456298
1140-UKVZG,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028
1142-IHLOO,1,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453
1142-WACZW,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333
1143-NMNQJ,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961
1150-FTQGN,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833
1150-WFARN,1,United States,California,Brawley,92227,"33.03933, -115.191857",33.03933,-115.191857
1153-GNOLC,1,United States,California,Santa Ana,92707,"33.714829, -117.872941",33.714829,-117.872941
1154-HYWWO,1,United States,California,San Clemente,92672,"33.429488, -117.609432",33.429488,-117.609432
1156-ZFYDO,1,United States,California,Glendale,91201,"34.17051, -118.289463",34.17051,-118.289463
1157-BQCUW,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945
1159-WFSGR,1,United States,California,South Pasadena,91030,"34.110444, -118.156957",34.110444,-118.156957
1162-ECVII,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247
1163-ONYEY,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668
1163-VIPRI,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461
1166-PQLGG,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941
1167-OYZJF,1,United States,California,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508
1169-SAOCL,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106902,-122.100006
1169-WCVAK,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826
1170-SASML,1,United States,California,Desert Hot Springs,92240,"33.948558, -116.516976",33.948558,-116.516976
1171-TYKUR,1,United States,California,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709
1172-VIYBP,1,United States,California,Cathedral City,92234,"33.829583, -116.474131",33.829583,-116.474131
1173-NOEYG,1,United States,California,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567
1173-XZPYF,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387
1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677
1177-XZBJL,1,United States,California,Palermo,95968,"39.435756, -121.552071",39.435756,-121.552071
1178-PZGAB,1,United States,California,Sun City,92585,"33.739412, -117.173334",33.739412,-117.173334
1179-INLAT,1,United States,California,Santa Clara,95050,"37.351214, -121.952417",37.351214,-121.952417
1183-CANVH,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
1184-PJVDB,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421
1187-WILMM,1,United States,California,Lindsay,93247,"36.205465, -119.085807",36.205465,-119.085807
1193-RTSLK,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.831901,-123.487478
1194-BHJYC,1,United States,California,Lockwood,93932,"35.989792, -121.055933",35.989792,-121.055933
1194-HVAIF,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104
1194-SPVSP,1,United States,California,Soquel,95073,"37.023669, -121.946461",37.023669,-121.946461
1195-OIYEJ,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372
1196-AMORA,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997
1197-BVMVG,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056
1200-TUZHR,1,United States,California,Posey,93260,"35.861928, -118.636698",35.861928,-118.636698
1202-KKGFU,1,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458
1205-WNWPJ,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258
1206-EHBDD,1,United States,California,Rodeo,94572,"38.027218, -122.23463",38.027218,-122.23463
1207-BLKSA,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414
1208-DNHLN,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149
1208-NBVFH,1,United States,California,Perris,92570,"33.787298, -117.320676",33.787298,-117.320676
1209-VFFOC,1,United States,California,Brisbane,94005,"37.684694, -122.40712",37.684694,-122.40712
1212-GLHMD,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393
1213-NGCUN,1,United States,California,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052
1215-EXRMO,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597
1215-FIGMP,1,United States,California,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629
1215-VFYVK,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.902968,-119.667544
1216-BGTSP,1,United States,California,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709
1216-JWVUX,1,United States,California,San Miguel,93451,"35.886767, -120.608661",35.886767,-120.608661
1217-VASWC,1,United States,California,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305
1218-VKFPE,1,United States,California,Anaheim,92805,"33.830209, -117.906099",33.830209,-117.906099
1219-NNDDO,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039224,-118.266293
1221-GHZEP,1,United States,California,Hemet,92544,"33.644585, -116.871544",33.644585,-116.871544
1222-KJNZD,1,United States,California,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955
